0 0 272
0 260 1 875692992
0 261 3 875071421
0 262 1 875693007
0 263 2 875071713
0 264 4 878542441
0 265 1 885345728
0 266 4 875692955
0 267 5 875692927
0 268 5 877482427
0 269 5 888732827
0 270 2 887431672
0 271 3 887431647
1 0 62
1 0 4 888550871
1 9 2 888551853
1 12 4 888551922
1 13 4 888551853
1 18 3 888550871
1 24 4 888551648
1 49 5 888552084
1 99 5 888552084
1 110 4 888551853
1 126 5 888552084
1 236 4 888552017
1 241 5 888552084
1 250 5 888552084
1 254 4 888551341
1 256 4 888551062
1 257 3 888549961
1 268 4 888550774
1 271 5 888979061
1 272 4 888551647
1 273 3 888551497
1 274 5 888550939
1 275 4 888551552
1 276 4 888551174
1 277 3 888551647
1 278 4 888551745
1 279 3 888551441
1 280 3 888980240
1 281 4 888551922
1 282 5 888552084
1 283 4 888552017
1 284 5 888552084
1 285 4 888549960
1 286 3 888551235
1 287 3 888550252
1 288 3 888979353
1 289 3 888551441
1 290 3 888551647
1 291 4 888550774
1 292 4 888550939
1 293 1 888551648
1 294 4 888551164
1 295 3 888550871
1 296 4 888550871
1 297 3 888551441
1 298 4 888550774
1 299 4 888979197
1 300 4 888550631
1 301 5 888552084
1 302 4 888550774
1 303 4 888979197
1 304 3 888550065
1 305 4 888550774
1 306 3 888550066
1 307 3 888979945
1 308 1 888980029
1 309 4 888979061
1 310 5 888552084
1 311 3 888550631
1 312 5 888552084
1 313 1 888980085
1 314 1 888550774
1 315 5 888979693
2 0 54
2 180 4 889237482
2 244 1 889237247
2 257 2 889237026
2 259 4 889237455
2 263 2 889237297
2 267 3 889236961
2 270 3 889237224
2 271 2 889237055
2 287 2 889237026
2 293 2 889237224
2 298 3 889237199
2 299 2 889236939
2 301 2 889236939
2 302 3 889236983
2 306 3 889237224
2 316 2 889237482
2 317 4 889237482
2 318 2 889237026
2 319 5 889237482
2 320 5 889237455
2 321 3 889237269
2 322 2 889237269
2 323 2 889237247
2 324 1 889237297
2 325 2 889237224
2 326 4 889237455
2 327 5 889237455
2 328 4 889237455
2 329 2 889237297
2 330 4 889237455
2 331 1 889237224
2 332 2 889236939
2 333 3 889237122
2 334 1 889237269
2 335 1 889237198
2 336 1 889236983
2 337 2 889237297
2 338 3 889237141
2 339 5 889237455
2 340 1 889237055
2 341 4 889237174
2 342 3 889237122
2 343 4 889236939
2 344 3 889237004
2 345 5 889237455
2 346 5 889237455
2 347 4 889237455
2 348 3 889237269
2 349 3 889237076
2 350 3 889237315
2 351 2 889237055
2 352 1 889237122
2 353 3 889237004
2 354 3 889237247
3 0 24
3 10 4 892004520
3 49 5 892003526
3 209 3 892003374
3 257 5 892001374
3 259 4 892004275
3 263 3 892004275
3 270 4 892001690
3 287 4 892001445
3 293 5 892004409
3 299 5 892001445
3 300 5 892002353
3 302 5 892002352
3 323 5 892002353
3 326 5 892002352
3 327 3 892001537
3 328 5 892002352
3 353 5 892002353
3 355 3 892003459
3 356 4 892003525
3 357 2 892004275
3 358 5 892002352
3 359 5 892002352
3 360 5 892002353
3 361 5 892002352
4 0 175
4 0 4 875635748
4 1 3 875636053
4 16 4 875636198
4 20 3 875635327
4 23 4 879198229
4 24 3 875635318
4 28 4 875637023
4 39 4 879198109
4 41 5 875636360
4 49 4 875635758
4 61 4 875637575
4 62 1 878844629
4 65 1 875721019
4 68 1 875721555
4 69 4 875636389
4 78 3 875635895
4 79 2 875636511
4 88 5 875636033
4 89 3 875636297
4 93 3 878844651
4 94 4 875721168
4 97 3 875720691
4 98 3 875721216
4 99 5 875635349
4 100 5 878844510
4 101 3 875721196
4 104 3 875635443
4 108 5 875635350
4 109 1 875636493
4 120 4 875635189
4 134 4 875637536
4 138 3 875721260
4 142 3 875636815
4 143 3 875636141
4 144 1 875720830
4 150 3 875635723
4 152 5 875636375
4 153 3 875636691
4 161 1 875721572
4 162 5 879197864
4 166 2 875636281
4 167 3 875636691
4 168 5 878844495
4 171 5 875636130
4 172 4 875636675
4 173 5 875636130
4 175 3 875635962
4 180 5 875635757
4 182 4 875636014
4 184 3 875720692
4 185 5 875636375
4 188 5 878844495
4 193 4 878845197
4 199 2 875720717
4 203 4 875636675
4 207 4 875636675
4 208 5 875636571
4 209 3 875636099
4 210 4 875636631
4 213 3 875637485
4 215 1 875720967
4 218 3 875720744
4 221 4 875635174
4 224 2 875635723
4 225 3 875635962
4 226 4 875636099
4 227 5 875636070
4 228 2 875635947
4 229 3 875636070
4 230 2 875635947
4 232 4 875729064
4 233 2 875720692
4 234 4 875635384
4 238 4 875636655
4 240 1 875720948
4 242 1 878844164
4 249 3 875635265
4 256 5 875635239
4 258 1 878844208
4 266 4 875635064
4 362 3 875635225
4 363 1 875636571
4 364 1 875637144
4 365 3 875637145
4 366 3 875636281
4 367 1 875635457
4 368 1 875635372
4 369 1 875720814
4 370 1 875720967
4 371 3 875636230
4 372 3 875635907
4 373 3 875636905
4 374 3 875637587
4 375 2 879198045
4 376 1 878844615
4 377 1 875721167
4 378 3 875720814
4 379 3 875637191
4 380 1 875636540
4 381 5 875636587
4 382 3 875636588
4 383 3 875636389
4 384 4 875636185
4 385 2 875636230
4 386 3 875637419
4 387 2 879198898
4 388 1 875721315
4 389 5 875636340
4 390 4 875636167
4 391 2 875637330
4 392 2 875636265
4 393 2 879198031
4 394 2 879198898
4 395 5 875636265
4 396 2 875635907
4 397 2 875636167
4 398 3 875635947
4 399 1 878844630
4 400 5 875636308
4 401 1 875720947
4 402 3 875636152
4 403 2 875721216
4 404 3 875635225
4 405 1 875635807
4 406 3 875635431
4 407 5 878844495
4 408 2 878844651
4 409 1 879198183
4 410 1 875635431
4 411 3 875635416
4 412 3 875635807
4 413 3 875636691
4 414 1 875636842
4 415 1 875721196
4 416 3 875636830
4 417 3 875721216
4 418 3 875636815
4 419 3 875721168
4 420 1 875721019
4 421 4 875636767
4 422 4 875636793
4 423 1 875635807
4 424 2 875637440
4 425 3 878844510
4 426 3 875721167
4 427 5 875636588
4 428 3 875637429
4 429 5 875636631
4 430 3 875636099
4 431 4 875636793
4 432 5 875636655
4 433 5 875637033
4 434 4 875636033
4 435 5 875720717
4 436 1 878844423
4 437 1 878844423
4 438 1 878844423
4 439 1 878844423
4 440 1 875720830
4 441 1 879198898
4 442 4 875720744
4 443 2 875720762
4 444 3 875720744
4 445 4 875720845
4 446 3 875720744
4 447 2 875720692
4 448 2 875636099
4 449 1 875635962
4 450 1 875636571
4 451 1 878844397
4 452 1 879198898
4 453 1 875721432
4 454 4 875635174
4 455 1 875636375
4 456 1 879198898
5 0 211
5 0 4 883599478
5 6 2 883599102
5 7 4 883600657
5 8 4 883599205
5 11 4 883601053
5 12 2 883599400
5 13 5 883599249
5 14 3 883599302
5 18 4 883602965
5 20 3 883600152
5 21 3 883602048
5 22 4 883601365
5 27 2 883603013
5 31 4 883601311
5 46 3 883600943
5 49 4 883600842
5 55 4 883601277
5 58 5 883601713
5 63 4 883600597
5 68 3 883601277
5 69 3 883601427
5 70 4 883601053
5 78 3 883600747
5 80 4 883602283
5 85 3 883603013
5 86 4 883602174
5 88 4 883600842
5 94 2 883602133
5 97 5 883600680
5 99 5 883599176
5 110 2 883599478
5 116 2 883599431
5 123 5 883599228
5 124 3 883599670
5 126 5 883599134
5 130 5 883602048
5 131 5 883602422
5 132 4 883601459
5 133 5 883602283
5 134 5 883600747
5 135 5 883600842
5 136 5 883599327
5 142 2 883601053
5 150 3 883599558
5 152 4 883603013
5 153 3 883602730
5 155 3 883602212
5 164 5 883600747
5 165 4 883601426
5 167 4 883602865
5 168 4 883600943
5 169 4 883602574
5 172 5 883602462
5 173 4 883600985
5 174 4 883601426
5 176 4 883600818
5 177 4 883600785
5 179 4 883601311
5 181 4 883268776
5 182 4 883601311
5 184 5 883601393
5 185 4 883602730
5 186 4 883600914
5 187 3 883602462
5 188 3 883601365
5 190 4 883601088
5 191 4 883600914
5 192 3 883601529
5 193 4 883601365
5 194 4 883602283
5 196 5 883601203
5 198 4 883601203
5 199 3 883602422
5 201 3 883602690
5 202 3 883602864
5 203 3 883601277
5 204 3 883600878
5 207 4 883602422
5 208 4 883601713
5 210 5 883601155
5 212 4 883602462
5 215 5 883601500
5 220 4 883599431
5 222 4 883600747
5 236 2 883599914
5 237 5 883601713
5 241 4 883268170
5 245 3 883599509
5 247 3 883598981
5 256 2 883599478
5 257 2 883268278
5 258 1 883268375
5 260 3 883268522
5 267 3 883268406
5 268 4 883268222
5 271 4 883717304
5 273 4 883602501
5 274 4 883599102
5 275 2 883599134
5 283 2 883599590
5 284 3 883599431
5 285 2 883268170
5 292 3 883599327
5 293 2 883599938
5 296 3 883599134
5 297 3 883599558
5 300 2 883600406
5 301 4 883268222
5 302 3 883268321
5 303 4 883268322
5 305 4 883268246
5 307 3 883600445
5 308 2 883268430
5 309 2 883268353
5 316 3 883602174
5 317 4 883600985
5 320 3 883268353
5 339 2 883268278
5 356 4 883602422
5 366 2 883602690
5 404 1 883600066
5 407 4 883599075
5 409 4 883599707
5 418 4 883602284
5 422 3 883602501
5 424 3 883602865
5 426 4 883600707
5 431 4 883601713
5 434 4 883601529
5 457 1 883599914
5 458 2 883599228
5 459 2 883600004
5 460 4 883601393
5 461 5 883600914
5 462 4 883601713
5 463 2 883601365
5 464 1 883683508
5 465 4 883602422
5 466 4 883602284
5 467 3 883602174
5 468 5 883601155
5 469 3 883602690
5 470 2 883599558
5 471 1 883600003
5 472 2 883600111
5 473 5 883601277
5 474 5 883599478
5 475 1 883600175
5 476 1 883599509
5 477 4 883602762
5 478 5 883601053
5 479 4 883601089
5 480 5 883600914
5 481 4 883601203
5 482 5 883601500
5 483 5 883601011
5 484 5 883602664
5 485 4 883601427
5 486 5 883600785
5 487 5 883601426
5 488 5 883601011
5 489 5 883601365
5 490 4 883602174
5 491 5 883601089
5 492 5 883601713
5 493 4 883601713
5 494 4 883601366
5 495 4 883601155
5 496 4 883601088
5 497 4 883601053
5 498 4 883602283
5 499 4 883601277
5 500 5 883602730
5 501 4 883602664
5 502 3 883602133
5 503 3 883601155
5 504 4 883602422
5 505 4 883602174
5 506 4 883601310
5 507 3 883599530
5 508 4 883602664
5 509 4 883600785
5 510 5 883601393
5 511 4 883601155
5 512 4 883600913
5 513 5 883600657
5 514 4 883599273
5 515 4 883602664
5 516 4 883602212
5 517 3 883603042
5 518 5 883601365
5 519 4 883600985
5 520 4 883601277
5 521 5 883601500
5 522 5 883601528
5 523 3 883600632
5 524 5 883601203
5 525 3 883602596
5 526 4 883600877
5 527 4 883602174
5 528 4 883601459
5 529 4 883601203
5 530 4 883600747
5 531 3 883600066
5 532 4 883599830
5 533 4 883599354
5 534 2 883600030
5 535 4 883599400
5 536 4 883601277
5 537 2 883268483
5 538 2 883681433
6 0 403
6 3 5 891351772
6 6 5 891352220
6 7 5 891351328
6 8 5 891351432
6 9 4 891352864
6 10 3 891352451
6 11 5 892135346
6 21 5 891351121
6 22 3 891351383
6 24 3 891352451
6 26 4 891352692
6 27 5 891352341
6 28 3 891353828
6 30 4 892134959
6 31 4 891350932
6 38 5 891353614
6 43 5 891351728
6 46 5 891352692
6 49 5 891351042
6 50 2 891352984
6 51 4 891353801
6 52 5 891354689
6 53 3 892132380
6 55 5 891351432
6 61 3 891354499
6 63 5 891350756
6 67 4 891351547
6 68 5 891351728
6 69 1 891352557
6 70 5 891352692
6 71 5 891353977
6 72 3 892133154
6 76 5 891353325
6 77 3 891354165
6 78 4 891352261
6 79 4 891354381
6 80 5 891352626
6 81 3 891351471
6 85 4 891350810
6 88 5 891351082
6 89 3 891352984
6 90 3 891353860
6 91 5 891352010
6 92 5 891351042
6 95 5 891351383
6 96 5 891351201
6 97 4 891351002
6 98 5 891352557
6 99 5 891351082
6 100 5 891350966
6 105 4 891353892
6 117 2 891353411
6 120 5 891352904
6 124 4 891353192
6 125 3 891353254
6 126 5 891351728
6 130 5 891352383
6 131 5 891351287
6 132 5 891353192
6 133 4 892134959
6 134 5 891351547
6 135 5 891351813
6 138 3 891354729
6 139 5 891353124
6 140 5 891353444
6 141 3 891354090
6 142 3 892132627
6 143 5 891351201
6 144 1 891354530
6 150 4 891352749
6 151 4 891351851
6 152 5 891352220
6 153 5 891353124
6 155 5 891351653
6 156 5 891352059
6 160 3 891352489
6 161 5 891353444
6 162 4 891353444
6 163 5 891351813
6 165 3 891351585
6 167 5 891351509
6 170 3 891351287
6 171 4 891350965
6 172 5 891351002
6 173 5 891350757
6 174 5 892133057
6 175 3 891350782
6 176 4 891352904
6 177 4 891350932
6 178 5 891352303
6 179 5 891350782
6 180 3 891351287
6 181 4 891350965
6 182 4 891351624
6 184 5 892135346
6 185 4 891350900
6 186 4 891350757
6 187 5 891352778
6 189 5 891351728
6 190 5 891351201
6 191 4 891352010
6 192 5 892135346
6 193 5 891351851
6 194 5 891352626
6 195 5 891351432
6 196 4 891351082
6 197 3 891351685
6 198 5 892135346
6 199 5 891353543
6 200 2 891351471
6 201 3 891352947
6 202 5 891352178
6 203 5 891351121
6 204 5 891351585
6 206 4 891352526
6 207 5 891352220
6 209 4 891352904
6 210 5 891352557
6 211 1 891353051
6 212 3 891351686
6 213 5 891352384
6 214 4 891351624
6 215 4 891350900
6 216 4 891352778
6 218 1 892131924
6 222 5 891351328
6 225 5 891353614
6 226 3 892132317
6 227 4 891350845
6 228 3 891352384
6 229 3 891353326
6 230 3 892132885
6 231 3 891353766
6 233 5 891351041
6 236 5 891351772
6 237 5 891351814
6 240 4 891354053
6 257 4 892135277
6 258 3 891350464
6 259 1 892130982
6 263 4 891350703
6 264 5 891350845
6 265 4 891350703
6 267 3 891350703
6 268 3 891349991
6 272 3 891351547
6 274 4 891352831
6 280 3 891353710
6 284 5 891351813
6 285 4 891350703
6 287 4 891350703
6 293 1 892130809
6 299 4 891350703
6 306 5 891350703
6 308 3 891350704
6 316 4 892133670
6 317 5 891352010
6 323 1 892135078
6 333 5 892130784
6 340 3 892333206
6 355 4 891351728
6 356 5 892135347
6 364 4 891353744
6 366 5 891350810
6 377 5 891353011
6 378 4 891353325
6 379 4 891354053
6 381 4 891352093
6 383 3 891353710
6 384 5 891351585
6 385 4 892133310
6 386 3 892133670
6 388 4 891354090
6 390 3 892132943
6 392 4 891352058
6 395 4 891354288
6 398 4 891354357
6 400 4 891354257
6 401 5 891352904
6 402 4 891351234
6 403 5 891352947
6 404 3 891353290
6 414 2 891354438
6 415 5 891353051
6 416 3 892132652
6 417 4 892131824
6 418 3 891350900
6 419 5 891353219
6 420 3 891352134
6 422 5 891351509
6 426 5 891352220
6 427 5 892133036
6 428 5 891351002
6 429 3 891352178
6 430 4 891351547
6 431 4 891352831
6 432 5 892135347
6 433 4 891352384
6 434 5 891350845
6 435 5 891351471
6 439 1 892131978
6 440 2 891354257
6 442 5 891353254
6 443 5 891354288
6 445 2 892132020
6 446 5 891350900
6 447 3 891353828
6 448 3 891354785
6 449 4 892132425
6 450 5 891353892
6 451 5 891353860
6 454 4 891353086
6 460 4 891352303
6 462 4 891353192
6 464 4 891353154
6 469 3 891352489
6 470 4 891352864
6 471 2 891353357
6 473 5 891351002
6 478 4 891352010
6 479 4 891352093
6 480 5 891352341
6 481 3 891351083
6 482 4 891351851
6 483 5 891351201
6 484 5 891351851
6 486 3 891352178
6 487 4 891351041
6 488 3 891353477
6 490 5 891351432
6 491 5 891352010
6 494 5 891351328
6 495 5 891351083
6 496 4 891352134
6 497 5 891351814
6 498 4 891351472
6 500 5 891353411
6 501 5 891352261
6 502 4 891353950
6 503 5 891352384
6 504 3 891352341
6 505 5 891353614
6 506 5 891352383
6 508 5 891352778
6 509 5 891352134
6 510 5 891351624
6 512 4 891351772
6 513 2 891351121
6 514 3 891350757
6 518 4 891352831
6 519 5 892133466
6 520 5 891353124
6 522 4 891350845
6 525 5 891351042
6 526 5 891351772
6 527 5 891352659
6 528 2 891352626
6 529 5 891350900
6 536 3 891352749
6 539 3 892132972
6 540 2 891354662
6 541 4 892131849
6 542 3 891351772
6 543 3 891353254
6 544 2 891354882
6 545 4 891353444
6 546 3 891353710
6 547 5 891352692
6 548 4 891353086
6 549 4 891352489
6 550 1 892131978
6 551 4 891354531
6 552 3 892134010
6 553 3 891354639
6 554 4 892134811
6 555 3 891352659
6 556 4 892132145
6 557 4 892131924
6 558 5 891354882
6 559 3 892132798
6 560 4 891354611
6 561 5 891354053
6 562 2 892131978
6 563 3 891354471
6 564 4 892132019
6 565 4 891353411
6 566 1 892132019
6 567 5 891352261
6 568 4 892131978
6 569 3 891354639
6 570 3 891353950
6 571 3 891354331
6 572 5 891353828
6 573 5 892132402
6 574 3 892133271
6 575 5 892132943
6 576 2 892133310
6 577 3 891354090
6 578 4 892133361
6 579 3 892132171
6 580 5 891353477
6 581 5 892135347
6 582 2 892132380
6 583 4 891352093
6 584 4 892133180
6 585 3 891354639
6 586 4 891353950
6 587 4 891352261
6 588 5 891352451
6 589 2 891354730
6 590 3 891352179
6 591 5 891353652
6 592 5 891351851
6 593 3 891354114
6 594 2 891353801
6 595 5 891351728
6 596 3 891353744
6 597 3 891353801
6 598 1 891353860
6 599 4 891354090
6 600 5 891353744
6 601 3 891352594
6 602 4 891350757
6 603 3 891351547
6 604 4 891353290
6 605 3 891352904
6 606 3 891352831
6 607 4 891351653
6 608 3 891352749
6 609 5 891353086
6 610 3 891351161
6 611 5 891351121
6 612 4 891352010
6 613 5 891352489
6 614 4 891351585
6 615 4 891351002
6 616 5 891354588
6 617 4 891350900
6 618 3 891352831
6 619 4 891353892
6 620 5 892132773
6 621 4 891352984
6 622 3 891354217
6 623 4 891353892
6 624 3 892131824
6 625 5 892132773
6 626 3 891352594
6 627 3 891352831
6 628 3 891352526
6 629 5 891352341
6 630 4 891352984
6 631 5 891352261
6 632 5 891351509
6 633 5 891351287
6 634 3 891352864
6 635 4 891351384
6 636 4 891353570
6 637 4 892132122
6 638 5 891353676
6 639 3 891353614
6 640 5 892135346
6 641 3 892132277
6 642 4 891350932
6 643 5 891351685
6 644 4 891353614
6 645 5 891351383
6 646 5 891352489
6 647 5 891351653
6 648 5 891353254
6 649 3 891350965
6 650 5 891350932
6 651 3 891352659
6 652 4 891351161
6 653 5 892135347
6 654 5 891351384
6 655 3 891351509
6 656 4 891351234
6 657 3 891352419
6 658 5 891351161
6 659 5 891353051
6 660 5 891351624
6 661 3 892133739
6 662 5 891352220
6 663 3 891353977
6 664 4 891354471
6 665 4 892132192
6 666 5 892135347
6 667 4 891352778
6 668 1 892132020
6 669 5 891353254
6 670 5 891351728
6 671 1 892131925
6 672 3 891353744
6 673 2 891352659
6 674 5 891352947
6 675 3 891354499
6 676 3 891354499
6 677 3 891350356
6 678 5 891353124
6 679 4 891350703
6 680 1 891350594
6 681 2 891350383
6 682 4 891350703
